timestamp,open,high,low,close
2024-05-21,0.91520,0.91644,0.91314,0.91335
2024-05-20,0.91560,0.91604,0.91340,0.91519
2024-05-17,0.91605,0.91793,0.91500,0.91610
2024-05-16,0.91380,0.91664,0.91366,0.91613
2024-05-15,0.91100,0.91498,0.91050,0.91400
2024-05-14,0.90994,0.91218,0.90960,0.91099
2024-05-13,0.91027,0.91226,0.90880,0.90988
2024-05-10,0.91082,0.91210,0.90940,0.91130
2024-05-09,0.91187,0.91298,0.91028,0.91083
2024-05-08,0.90914,0.91276,0.90890,0.91198
2024-05-07,0.90670,0.91108,0.90630,0.90907
2024-05-06,0.90835,0.90890,0.90639,0.90673
2024-05-03,0.90720,0.91002,0.90670,0.90880
2024-05-02,0.90790,0.90841,0.90627,0.90751
2024-05-01,0.90881,0.91006,0.90597,0.90706
2024-04-30,0.90990,0.91106,0.90661,0.90878
2024-04-29,0.90960,0.91054,0.90760,0.90983
2024-04-26,0.91166,0.91394,0.90860,0.90870
2024-04-25,0.91282,0.91372,0.91126,0.91172
2024-04-24,0.91390,0.91514,0.91020,0.91285
2024-04-23,0.91724,0.91770,0.91315,0.91401
2024-04-22,0.91675,0.91896,0.91650,0.91716
2024-04-19,0.91860,0.92038,0.91650,0.91710
2024-04-18,0.91876,0.91986,0.91750,0.91859
2024-04-17,0.91801,0.92055,0.91594,0.91862
2024-04-16,0.91600,0.91878,0.91540,0.91814
2024-04-15,0.91800,0.91827,0.91520,0.91592
2024-04-12,0.91680,0.91914,0.91650,0.91780
2024-04-11,0.91702,0.91842,0.91620,0.91683
2024-04-10,0.91370,0.91922,0.91336,0.91692
2024-04-09,0.91290,0.91503,0.91277,0.91350
2024-04-08,0.91330,0.91529,0.91246,0.91282
2024-04-05,0.91428,0.91556,0.91290,0.91350
2024-04-04,0.91493,0.91614,0.91230,0.91447
2024-04-03,0.91567,0.91694,0.91380,0.91502
2024-04-02,0.91664,0.91729,0.91470,0.91564
2024-04-01,0.91555,0.91732,0.91540,0.91683
2024-03-29,0.91620,0.91809,0.91492,0.91620
2024-03-28,0.91810,0.91882,0.91532,0.91606
2024-03-27,0.91830,0.92041,0.91800,0.91850
2024-03-26,0.91727,0.91979,0.91680,0.91848
2024-03-25,0.91935,0.91980,0.91720,0.91742
2024-03-22,0.91919,0.92234,0.91910,0.91940
2024-03-21,0.92132,0.92344,0.91880,0.91921
2024-03-20,0.92576,0.92673,0.92058,0.92070
2024-03-19,0.92724,0.92891,0.92559,0.92624
2024-03-18,0.92686,0.92848,0.92653,0.92730
2024-03-15,0.93110,0.93115,0.92650,0.92650
2024-03-14,0.92960,0.93193,0.92910,0.93062
2024-03-13,0.93050,0.93240,0.92880,0.92957
2024-03-12,0.93235,0.93327,0.92987,0.93004
2024-03-11,0.93175,0.93440,0.93136,0.93235
2024-03-08,0.93220,0.93329,0.93000,0.93160
2024-03-07,0.93290,0.93417,0.93160,0.93210
2024-03-06,0.93580,0.93597,0.93240,0.93320
2024-03-05,0.93560,0.93752,0.93470,0.93549
2024-03-04,0.93524,0.93629,0.93410,0.93593
2024-03-01,0.93610,0.93725,0.93402,0.93508
2024-02-29,0.93840,0.93902,0.93470,0.93641
2024-02-28,0.94250,0.94316,0.93540,0.93847
2024-02-27,0.94340,0.94374,0.94020,0.94255
2024-02-26,0.94320,0.94460,0.94000,0.94350
2024-02-23,0.94450,0.94500,0.94230,0.94360
2024-02-22,0.94290,0.94581,0.94210,0.94430
2024-02-21,0.94080,0.94367,0.94008,0.94270
2024-02-20,0.93980,0.94199,0.93860,0.94080
2024-02-19,0.93743,0.94039,0.93590,0.93970
2024-02-16,0.93520,0.93808,0.93380,0.93677
2024-02-15,0.93780,0.93897,0.93530,0.93543
2024-02-14,0.93820,0.93973,0.93660,0.93702
2024-02-13,0.93830,0.93939,0.93480,0.93874
2024-02-12,0.94230,0.94280,0.93770,0.93829
2024-02-09,0.93850,0.94442,0.93792,0.94230
2024-02-08,0.93710,0.93901,0.93610,0.93860
2024-02-07,0.93380,0.93765,0.93290,0.93700
2024-02-06,0.93310,0.93477,0.93080,0.93410
2024-02-05,0.93073,0.93400,0.92944,0.93340
2024-02-02,0.93440,0.93447,0.93056,0.93099
2024-02-01,0.93110,0.93492,0.93033,0.93444
2024-01-31,0.92890,0.93226,0.92829,0.93099
2024-01-30,0.92750,0.92932,0.92627,0.92882
2024-01-29,0.92453,0.92864,0.92450,0.92722
2024-01-26,0.92790,0.92800,0.92518,0.92556
2024-01-25,0.92850,0.92992,0.92710,0.92754
2024-01-24,0.92630,0.92974,0.92580,0.92879
2024-01-23,0.92460,0.92784,0.92260,0.92699
2024-01-22,0.92601,0.92850,0.92380,0.92447
2024-01-19,0.93000,0.93020,0.92590,0.92627
2024-01-18,0.93220,0.93481,0.92950,0.92987
2024-01-17,0.93200,0.93446,0.93100,0.93306
2024-01-16,0.93080,0.93288,0.92970,0.93187
2024-01-15,0.93300,0.93310,0.92870,0.93071
2024-01-12,0.93140,0.93404,0.93048,0.93280
2024-01-11,0.92900,0.93367,0.92789,0.93160
2024-01-10,0.93280,0.93314,0.92800,0.92910
2024-01-09,0.92910,0.93336,0.92910,0.93265
2024-01-08,0.92671,0.93132,0.92584,0.92970
2024-01-05,0.92870,0.93090,0.92803,0.92848
2024-01-04,0.92870,0.92982,0.92603,0.92929
2024-01-03,0.92320,0.92833,0.92244,0.92753
2024-01-02,0.92163,0.92850,0.92163,0.92412
2024-01-01,0.92810,0.92880,0.92510,0.92603
2023-12-29,0.92670,0.92988,0.92601,0.92635
2023-12-28,0.92580,0.92791,0.92460,0.92681
2023-12-27,0.92680,0.92729,0.92440,0.92537
2023-12-26,0.92610,0.92786,0.92144,0.92672
2023-12-25,0.92580,0.92829,0.92120,0.92610
2023-12-22,0.92470,0.92695,0.92289,0.92530
2023-12-21,0.92770,0.92825,0.92390,0.92480
2023-12-20,0.92660,0.92966,0.92361,0.92780
2023-12-19,0.92590,0.92748,0.92510,0.92700
2023-12-18,0.92404,0.92924,0.92359,0.92580
2023-12-15,0.92650,0.92752,0.92385,0.92518
2023-12-14,0.92650,0.92950,0.92420,0.92622
2023-12-13,0.93440,0.93490,0.92610,0.92650
2023-12-12,0.93200,0.93502,0.93111,0.93450
2023-12-11,0.92797,0.93350,0.92797,0.93190
2023-12-08,0.93430,0.93460,0.92954,0.93020
2023-12-07,0.93650,0.93765,0.93360,0.93427
2023-12-06,0.93510,0.93790,0.93416,0.93685
2023-12-05,0.93110,0.93612,0.92988,0.93499
2023-12-04,0.92887,0.93204,0.92787,0.93090
2023-12-01,0.93080,0.93422,0.92880,0.92980
2023-11-30,0.92960,0.93213,0.92830,0.93130
2023-11-29,0.92270,0.93236,0.92179,0.92970
2023-11-28,0.92230,0.92336,0.92020,0.92250
2023-11-27,0.92131,0.92402,0.92080,0.92260
2023-11-24,0.92170,0.92410,0.91952,0.92320
2023-11-23,0.91940,0.92324,0.91883,0.92190
2023-11-22,0.92260,0.92323,0.91900,0.92000
2023-11-21,0.92020,0.92449,0.91793,0.92220
2023-11-20,0.91795,0.92187,0.91776,0.92020
2023-11-17,0.92220,0.92310,0.91850,0.91885
2023-11-16,0.92530,0.92570,0.92160,0.92223
2023-11-15,0.92260,0.92796,0.92219,0.92510
2023-11-14,0.92060,0.92364,0.91964,0.92312
2023-11-13,0.92417,0.92674,0.92120,0.92141
2023-11-10,0.92570,0.92752,0.92425,0.92556
2023-11-09,0.92340,0.92709,0.92170,0.92529
2023-11-08,0.92220,0.92338,0.92030,0.92289
2023-11-07,0.91840,0.92395,0.91670,0.92182
2023-11-06,0.91988,0.92093,0.91780,0.91866
2023-11-03,0.91620,0.92114,0.91530,0.92060
2023-11-02,0.91321,0.91699,0.91321,0.91619
2023-11-01,0.91598,0.91852,0.91305,0.91314
2023-10-31,0.91614,0.92010,0.91508,0.91508
2023-10-30,0.91598,0.91728,0.91440,0.91660
2023-10-27,0.91993,0.92037,0.91630,0.91680
2023-10-26,0.91943,0.92163,0.91900,0.91984
2023-10-25,0.91925,0.92061,0.91570,0.91933
2023-10-24,0.92200,0.92337,0.91730,0.91903
2023-10-23,0.92240,0.92376,0.92140,0.92173
2023-10-20,0.92319,0.92390,0.92160,0.92240
2023-10-19,0.92360,0.92617,0.92170,0.92310
2023-10-18,0.92552,0.92676,0.92314,0.92376
2023-10-17,0.93189,0.93204,0.92528,0.92567
2023-10-16,0.93539,0.93720,0.93119,0.93159
2023-10-13,0.93790,0.93794,0.93400,0.93430
2023-10-12,0.93778,0.93968,0.93480,0.93812
2023-10-11,0.93940,0.94023,0.93700,0.93784
2023-10-10,0.93845,0.94080,0.93680,0.93932
2023-10-09,0.93747,0.94105,0.93626,0.93837
2023-10-06,0.93557,0.93845,0.93470,0.93780
2023-10-05,0.93383,0.93734,0.93250,0.93570
2023-10-04,0.93712,0.93780,0.93210,0.93405
2023-10-03,0.93403,0.93760,0.93210,0.93705
2023-10-02,0.93081,0.93507,0.93020,0.93419
2023-09-29,0.92713,0.93231,0.92674,0.93140
2023-09-28,0.93183,0.93282,0.92607,0.92710
2023-09-27,0.92870,0.93270,0.92790,0.93166
2023-09-26,0.92818,0.93058,0.92805,0.92846
2023-09-25,0.92394,0.92940,0.92378,0.92830
2023-09-22,0.92389,0.92667,0.92300,0.92510
2023-09-21,0.91935,0.92460,0.91935,0.92380
2023-09-20,0.91954,0.92101,0.91750,0.91937
2023-09-19,0.91846,0.92040,0.91740,0.91939
2023-09-18,0.91624,0.91916,0.91571,0.91835
2023-09-15,0.91721,0.91806,0.91540,0.91670
2023-09-14,0.92105,0.92246,0.91689,0.91725
2023-09-13,0.91793,0.92185,0.91779,0.92119
2023-09-12,0.91964,0.92078,0.91728,0.91786
2023-09-11,0.92234,0.92322,0.91821,0.91981
2023-09-08,0.92097,0.92441,0.92080,0.92210
2023-09-07,0.91883,0.92241,0.91883,0.92093
2023-09-06,0.92167,0.92285,0.91840,0.91923
2023-09-05,0.91875,0.92267,0.91845,0.92195
2023-09-04,0.92052,0.92101,0.91740,0.91865
2023-09-01,0.91934,0.92285,0.91930,0.92030
2023-08-31,0.91856,0.92030,0.91720,0.91937
2023-08-30,0.92084,0.92212,0.91785,0.91841
2023-08-29,0.91878,0.92170,0.91780,0.92086
2023-08-28,0.91997,0.92160,0.91662,0.91855
2023-08-25,0.92234,0.92313,0.91930,0.92180
2023-08-24,0.92152,0.92301,0.92030,0.92235
2023-08-23,0.92496,0.92547,0.92097,0.92144
2023-08-22,0.92345,0.92595,0.92320,0.92508
2023-08-21,0.92371,0.92480,0.92144,0.92343
2023-08-18,0.92500,0.92665,0.92350,0.92390
2023-08-17,0.92349,0.92726,0.92297,0.92472
2023-08-16,0.92152,0.92556,0.92105,0.92371
2023-08-15,0.92053,0.92273,0.91910,0.92147
2023-08-14,0.92075,0.92230,0.91649,0.92071
2023-08-11,0.92364,0.92389,0.91940,0.92030
2023-08-10,0.92613,0.92772,0.92297,0.92356
2023-08-09,0.92630,0.92787,0.92470,0.92640
2023-08-08,0.92807,0.92960,0.92365,0.92636
2023-08-07,0.92644,0.92896,0.92644,0.92800
2023-08-04,0.92757,0.92832,0.92570,0.92790
2023-08-03,0.92904,0.93137,0.92620,0.92754
2023-08-02,0.92928,0.93134,0.92530,0.92940
2023-08-01,0.92359,0.93062,0.92300,0.92930
2023-07-31,0.92516,0.92740,0.92188,0.92350
2023-07-28,0.92140,0.92597,0.92070,0.92530
2023-07-27,0.91830,0.92183,0.91700,0.92108
2023-07-26,0.91570,0.92153,0.91530,0.91784
2023-07-25,0.92031,0.92087,0.91152,0.91572
2023-07-24,0.91556,0.92136,0.91490,0.92028
2023-07-21,0.91870,0.92014,0.91541,0.91590
2023-07-20,0.92440,0.92520,0.91690,0.91870
2023-07-19,0.92065,0.92574,0.91850,0.92434
2023-07-18,0.92724,0.92880,0.91993,0.92090
2023-07-17,0.93019,0.93213,0.92492,0.92750
2023-07-14,0.92710,0.93208,0.92690,0.93090
2023-07-13,0.92627,0.92964,0.92227,0.92730
2023-07-12,0.92577,0.92839,0.92330,0.92608
2023-07-11,0.92985,0.93043,0.92508,0.92610
2023-07-10,0.92664,0.93148,0.92626,0.93000
2023-07-07,0.92857,0.93126,0.92692,0.92800
2023-07-06,0.92774,0.93014,0.92710,0.92890
2023-07-05,0.92454,0.92902,0.92431,0.92763
2023-07-04,0.92162,0.92715,0.92080,0.92490
2023-07-03,0.91982,0.92437,0.91945,0.92180
2023-06-30,0.91652,0.92128,0.91570,0.92050
2023-06-29,0.91986,0.92112,0.91404,0.91680
2023-06-28,0.92165,0.92539,0.91680,0.91990
2023-06-27,0.92241,0.92344,0.91930,0.92170
2023-06-26,0.91849,0.92423,0.91849,0.92257
2023-06-23,0.91365,0.91995,0.91356,0.91920
2023-06-22,0.91207,0.91675,0.91171,0.91410
2023-06-21,0.90840,0.91381,0.90740,0.91240
2023-06-20,0.90427,0.91097,0.90413,0.90774
2023-06-19,0.90542,0.90807,0.90378,0.90470
2023-06-16,0.90538,0.90717,0.90440,0.90640
2023-06-15,0.91207,0.91391,0.90450,0.90570
2023-06-14,0.90829,0.91445,0.90740,0.91240
2023-06-13,0.90630,0.90874,0.90470,0.90828
2023-06-12,0.90811,0.90872,0.90477,0.90600
2023-06-09,0.90708,0.91091,0.90690,0.90930
2023-06-08,0.90674,0.90882,0.90630,0.90688
2023-06-07,0.91054,0.91122,0.90573,0.90670
2023-06-06,0.91664,0.91852,0.90913,0.91023
2023-06-05,0.91575,0.91833,0.91146,0.91661
2023-06-02,0.92275,0.92331,0.91630,0.91660
2023-06-01,0.92456,0.92572,0.92151,0.92238
2023-05-31,0.92679,0.92762,0.92159,0.92464
2023-05-30,0.92511,0.92806,0.92340,0.92676
2023-05-29,0.92644,0.92803,0.92460,0.92533
2023-05-26,0.93138,0.93365,0.92660,0.92780
2023-05-25,0.93307,0.93382,0.92930,0.93128
2023-05-24,0.94440,0.94598,0.93150,0.93269
2023-05-23,0.94445,0.94591,0.94230,0.94470
2023-05-22,0.94234,0.94674,0.94177,0.94436
2023-05-19,0.93992,0.94456,0.93940,0.94300
2023-05-18,0.93696,0.94246,0.93650,0.93979
2023-05-17,0.93518,0.94045,0.93518,0.93684
2023-05-16,0.93086,0.93637,0.93040,0.93498
2023-05-15,0.93116,0.93215,0.92850,0.93064
2023-05-12,0.93964,0.93964,0.93040,0.93170
2023-05-11,0.93850,0.94283,0.93850,0.93959
2023-05-10,0.93621,0.94031,0.93540,0.93857
2023-05-09,0.93492,0.93707,0.93330,0.93614
2023-05-08,0.93107,0.93606,0.93080,0.93502
2023-05-05,0.93746,0.93992,0.93129,0.93220
2023-05-04,0.93279,0.94106,0.93259,0.93741
2023-05-03,0.93122,0.93621,0.93110,0.93259
2023-05-02,0.92981,0.93207,0.92270,0.93081
2023-05-01,0.93361,0.93480,0.92840,0.92982
2023-04-28,0.92685,0.93580,0.92590,0.93460
2023-04-27,0.92539,0.92983,0.92520,0.92671
2023-04-26,0.92573,0.92880,0.92487,0.92570
2023-04-25,0.92029,0.92752,0.92029,0.92570
2023-04-24,0.91600,0.92110,0.91600,0.92029
2023-04-21,0.91512,0.91824,0.91450,0.91690
2023-04-20,0.92267,0.92383,0.91463,0.91508
2023-04-19,0.92216,0.92473,0.92100,0.92276
2023-04-18,0.92215,0.92367,0.91960,0.92217
2023-04-17,0.92370,0.92543,0.92110,0.92178
2023-04-14,0.92742,0.93127,0.92430,0.92460
2023-04-13,0.92742,0.93036,0.92450,0.92742
2023-04-12,0.93017,0.93097,0.92589,0.92788
2023-04-11,0.93616,0.93674,0.92926,0.93017
2023-04-10,0.93646,0.93762,0.93478,0.93597
2023-04-07,0.93534,0.93850,0.93401,0.93780
2023-04-06,0.93911,0.94072,0.93356,0.93521
2023-04-05,0.93377,0.94415,0.93260,0.93919
2023-04-04,0.92706,0.93542,0.92706,0.93376
2023-04-03,0.93402,0.93480,0.92620,0.92676
2023-03-31,0.93238,0.93675,0.93238,0.93560
2023-03-30,0.93033,0.93350,0.92860,0.93220
2023-03-29,0.93155,0.93554,0.92949,0.93080
2023-03-28,0.93117,0.93354,0.92990,0.93121
2023-03-27,0.93173,0.93358,0.93010,0.93170
2023-03-24,0.93425,0.93590,0.93150,0.93280
2023-03-23,0.92962,0.93643,0.92920,0.93388
2023-03-22,0.92775,0.93110,0.92500,0.92980
2023-03-21,0.92939,0.93103,0.92570,0.92781
2023-03-20,0.93347,0.93645,0.92860,0.92942
2023-03-17,0.92980,0.93580,0.92880,0.93570
2023-03-16,0.93130,0.93246,0.92550,0.92970
2023-03-15,0.93280,0.93661,0.92910,0.93049
2023-03-14,0.93210,0.93507,0.93129,0.93214
